contigName	contigLen	totalAvgDepth	mapped_reads_sorted.bam	mapped_reads_sorted.bam-var
k141_9281	3746	0	0	0
k141_5715	3063	0	0	0
k141_7560	3757	0	0	0
k141_857	4478	0	0	0
k141_2442	4718	0	0	0
k141_9283	3086	0	0	0
k141_9284	1398	0	0	0
k141_2444	3104	0	0	0
k141_9286	2027	0	0	0
k141_5716	7554	0	0	0
k141_2445	1037	0	0	0
k141_858	5699	0	0	0
k141_5717	1303	0	0	0
k141_7561	9026	0	0	0
k141_5718	1004	0	0	0
k141_2448	1781	0	0	0
k141_9288	3319	0	0	0
k141_5719	2639	0	0	0
k141_9289	1805	0	0	0
k141_859	4609	0	0	0
k141_2449	2559	0	0	0
k141_7562	3439	0	0	0
k141_5721	1420	0	0	0
k141_862	1484	0	0	0
k141_5722	1199	0	0	0
k141_7564	1669	0	0	0
k141_9291	2791	0	0	0
k141_5724	1009	0	0	0
k141_863	1857	0	0	0
k141_9292	1633	0	0	0
k141_7565	2323	0	0	0
k141_5726	2563	0	0	0
k141_9293	2209	0	0	0
k141_5727	1072	0	0	0
k141_7567	2375	0	0	0
k141_9294	1574	0	0	0
k141_9295	1004	0	0	0
k141_5728	1865	0	0	0
k141_2450	10057	0	0	0
k141_9297	1927	0	0	0
k141_5731	1383	0	0	0
k141_2451	1617	0	0	0
k141_9298	1028	0	0	0
k141_7570	4993	0	0	0
k141_2452	2107	0	0	0
k141_7571	2200	0	0	0
k141_2453	2364	0	0	0
k141_9299	3865	0	0	0
k141_7574	1197	0	0	0
k141_9300	2092	0	0	0
k141_2454	3020	0	0	0
k141_9301	1069	0	0	0
k141_11259	38396	0	0	0
k141_7575	3280	0	0	0
k141_11260	1043	0	0	0
k141_7576	1443	0	0	0
k141_9302	3909	0	0	0
k141_7578	1519	0	0	0
k141_5732	13387	0	0	0
k141_11262	3283	0	0	0
k141_5734	1109	0	0	0
k141_9303	3329	0	0	0
k141_11263	1556	0	0	0
k141_9304	1216	0	0	0
k141_5735	1321	0	0	0
k141_7579	3119	0	0	0
k141_11265	2345	0	0	0
k141_9305	2618	0	0	0
k141_5736	2891	0	0	0
k141_5737	1056	0	0	0
k141_9306	1408	0	0	0
k141_2455	12374	0	0	0
k141_11267	2167	0	0	0
k141_7580	4447	0	0	0
k141_5739	1375	0	0	0
k141_9307	1729	0	0	0
k141_11268	1693	0	0	0
k141_7582	1640	0	0	0
k141_11269	1297	0	0	0
k141_5740	2002	0	0	0
k141_7583	1177	0	0	0
k141_2456	4359	0	0	0
k141_11272	1189	0	0	0
k141_5741	2958	0	0	0
k141_9308	4854	0	0	0
k141_7584	2867	0	0	0
k141_9309	1184	0	0	0
k141_9310	1466	0	0	0
k141_7585	1874	0	0	0
k141_11274	2955	0	0	0
k141_2457	4961	0	0	0
k141_2458	1275	0	0	0
k141_11275	2017	0	0	0
k141_7588	2103	0	0	0
k141_2459	2042	0	0	0
k141_5742	6665	0	0	0
k141_2461	1392	0	0	0
k141_7592	1215	0	0	0
k141_5743	4290	0	0	0
k141_2463	2955	0	0	0
k141_9311	11092	0	0	0
k141_2466	2568	0	0	0
k141_9312	2379	0	0	0
k141_7593	8487	0	0	0
k141_5744	7243	0	0	0
k141_2468	2617	0	0	0
k141_5745	1626	0	0	0
k141_9314	3294	0	0	0
k141_7594	2660	0	0	0
k141_7595	1476	0	0	0
k141_9315	2457	0	0	0
k141_5746	3020	0	0	0
k141_2470	4199	0	0	0
k141_7597	1659	0	0	0
k141_2471	2160	0	0	0
k141_9316	3400	0	0	0
k141_7601	1038	0	0	0
k141_9317	2113	0	0	0
k141_2474	1878	0	0	0
k141_7602	1947	0	0	0
k141_865	61971	0	0	0
k141_7603	1185	0	0	0
k141_5747	7371	0	0	0
k141_866	1061	0	0	0
k141_7604	1608	0	0	0
k141_7605	1731	0	0	0
k141_7606	1441	0	0	0
k141_867	4429	0	0	0
k141_2478	5399	0	0	0
k141_7608	1069	0	0	0
k141_868	1591	0	0	0
k141_5748	6705	0	0	0
k141_869	1173	0	0	0
k141_7609	3110	0	0	0
k141_870	1856	0	0	0
k141_2479	4179	0	0	0
k141_5751	1981	0	0	0
k141_7610	2627	0	0	0
k141_871	2857	0	0	0
k141_5752	4093	0	0	0
k141_873	1907	0	0	0
k141_2480	7223	0	0	0
k141_5753	3000	0	0	0
k141_874	4956	0	0	0
k141_2481	3042	0	0	0
k141_875	1173	0	0	0
k141_7615	5899	0	0	0
k141_5754	4656	0	0	0
k141_2482	2162	0	0	0
k141_877	2170	0	0	0
k141_5755	2879	0	0	0
k141_2483	2528	0	0	0
k141_878	2045	0	0	0
k141_7616	4498	0	0	0
k141_2484	1094	0	0	0
k141_879	1884	0	0	0
k141_880	1360	0	0	0
k141_5756	4284	0	0	0
k141_5758	2188	0	0	0
k141_2486	5618	0	0	0
k141_5759	1877	0	0	0
k141_881	4532	0	0	0
k141_882	3219	0	0	0
k141_5763	2712	0	0	0
k141_883	1620	0	0	0
k141_884	2968	0	0	0
k141_5767	2435	0	0	0
k141_2487	9072	0	0	0
k141_2489	1202	0	0	0
k141_5768	2607	0	0	0
k141_886	2825	0	0	0
k141_2491	1153	0	0	0
k141_2492	1192	0	0	0
k141_5769	2867	0	0	0
k141_2493	1481	0	0	0
k141_2495	1295	0	0	0
k141_9319	50822	0	0	0
k141_2496	1461	0	0	0
k141_2497	1305	0	0	0
k141_5770	5246	0	0	0
k141_2498	1000	0	0	0
k141_2499	5077	0	0	0
k141_9320	7658	0	0	0
k141_5773	5012	0	0	0
k141_5775	2268	0	0	0
k141_2500	3347	0	0	0
k141_9321	3011	0	0	0
k141_9322	1011	0	0	0
k141_5776	1994	0	0	0
k141_2502	2697	0	0	0
k141_9323	2257	0	0	0
k141_9326	1187	0	0	0
k141_2503	2849	0	0	0
k141_5777	6322	0	0	0
k141_2505	1919	0	0	0
k141_9327	4022	0	0	0
k141_5778	1319	0	0	0
k141_2506	1504	0	0	0
k141_2507	1869	0	0	0
k141_2508	4412	0	0	0
k141_2509	1626	0	0	0
k141_2510	1415	0	0	0
k141_5781	8237	0	0	0
k141_4026	468650	0	0	0
k141_5782	3524	0	0	0
k141_4027	1875	0	0	0
k141_2511	4511	0	0	0
k141_4028	2039	0	0	0
k141_5783	4121	0	0	0
k141_889	42153	0	0	0
k141_7617	61082	0	0	0
k141_890	1054	0	0	0
k141_2513	4910	0	0	0
k141_4029	3689	0	0	0
k141_7618	1112	0	0	0
k141_891	1875	0	0	0
k141_4032	1167	0	0	0
k141_9328	22774	0	0	0
k141_4034	1100	0	0	0
k141_892	3814	0	0	0
k141_4035	1574	0	0	0
k141_4036	1274	0	0	0
k141_13221	254823	0	0	0
k141_5784	9641	0	0	0
k141_893	2327	0	0	0
k141_9329	5420	0	0	0
k141_4038	1024	0	0	0
k141_7620	7397	0	0	0
k141_4039	1359	0	0	0
k141_2514	9992	0	0	0
k141_5786	1538	0	0	0
k141_897	1535	0	0	0
k141_13222	3048	0	0	0
k141_5787	2078	0	0	0
k141_7621	3142	0	0	0
k141_4042	2603	0	0	0
k141_900	2178	0	0	0
k141_9332	3489	0	0	0
k141_7622	1082	0	0	0
k141_902	1056	0	0	0
k141_13224	3115	0	0	0
k141_9334	1648	0	0	0
k141_7624	2052	0	0	0
k141_905	1867	0	0	0
k141_9335	1643	0	0	0
k141_5789	5911	0	0	0
k141_910	1020	0	0	0
k141_2518	7467	0	0	0
k141_13225	3207	0	0	0
k141_7630	1161	0	0	0
k141_4043	6960	0	0	0
k141_5790	1592	0	0	0
k141_9338	2126	0	0	0
k141_914	1855	0	0	0
k141_9339	1661	0	0	0
k141_5792	1145	0	0	0
k141_7634	2670	0	0	0
k141_2519	4547	0	0	0
k141_9342	1760	0	0	0
k141_917	1724	0	0	0
k141_13226	6030	0	0	0
k141_2520	1848	0	0	0
k141_13227	1149	0	0	0
k141_7635	4028	0	0	0
k141_2521	1527	0	0	0
k141_9343	3501	0	0	0
k141_13228	1395	0	0	0
k141_7636	1457	0	0	0
k141_919	4846	0	0	0
k141_13229	1928	0	0	0
k141_7637	2135	0	0	0
k141_4045	9860	0	0	0
k141_9344	3755	0	0	0
k141_4046	1884	0	0	0
k141_920	3048	0	0	0
k141_13230	3021	0	0	0
k141_2522	5924	0	0	0
k141_5797	9323	0	0	0
k141_4047	1437	0	0	0
k141_921	1683	0	0	0
k141_5798	1548	0	0	0
k141_13231	3099	0	0	0
k141_7639	5868	0	0	0
k141_13232	1274	0	0	0
k141_4049	3126	0	0	0
k141_7640	1080	0	0	0
k141_923	2867	0	0	0
k141_5799	3022	0	0	0
k141_4050	1789	0	0	0
k141_13233	2173	0	0	0
k141_4051	1069	0	0	0
k141_7641	2863	0	0	0
k141_5801	2227	0	0	0
k141_7642	1052	0	0	0
k141_4053	1635	0	0	0
k141_2523	9409	0	0	0
k141_13234	4453	0	0	0
k141_4055	1759	0	0	0
k141_4056	1462	0	0	0
k141_2524	3160	0	0	0
k141_7644	3130	0	0	0
k141_13236	1167	0	0	0
k141_5802	4919	0	0	0
k141_7646	2047	0	0	0
k141_4057	4994	0	0	0
k141_5805	4180	0	0	0
k141_4058	1465	0	0	0
k141_2525	6590	0	0	0
k141_9345	20706	0	0	0
k141_7647	1716	0	0	0
k141_4061	1087	0	0	0
k141_5806	2895	0	0	0
k141_4063	1526	0	0	0
k141_5807	2357	0	0	0
k141_9347	3132	0	0	0
k141_7648	3650	0	0	0
k141_4064	1640	0	0	0
k141_13237	7767	0	0	0
k141_5808	1001	0	0	0
k141_9348	1262	0	0	0
k141_2526	5645	0	0	0
k141_4069	1710	0	0	0
k141_9350	1854	0	0	0
k141_5809	3191	0	0	0
k141_7652	2698	0	0	0
k141_13238	4845	0	0	0
k141_5810	1864	0	0	0
k141_5811	1140	0	0	0
k141_2527	5593	0	0	0
k141_7653	2867	0	0	0
k141_5813	2073	0	0	0
k141_924	27470	0	0	0
k141_2528	2752	0	0	0
k141_4071	7268	0	0	0
k141_5814	1688	0	0	0
k141_7655	2618	0	0	0
k141_13239	5466	0	0	0
k141_4072	1787	0	0	0
k141_2529	2244	0	0	0
k141_5816	2198	0	0	0
k141_7656	2432	0	0	0
k141_2531	2088	0	0	0
k141_13241	3121	0	0	0
k141_7657	1306	0	0	0
k141_925	5362	0	0	0
k141_5818	1108	0	0	0
k141_2532	2223	0	0	0
k141_7658	2269	0	0	0
k141_4078	2808	0	0	0
k141_4079	1465	0	0	0
k141_9351	15891	0	0	0
k141_4080	1316	0	0	0
k141_7661	3411	0	0	0
k141_4081	1366	0	0	0
k141_2533	5304	0	0	0
k141_5819	6547	0	0	0
k141_9353	1773	0	0	0
k141_929	4737	0	0	0
k141_930	1032	0	0	0
k141_9355	1602	0	0	0
k141_2536	1058	0	0	0
k141_5821	1954	0	0	0
k141_9356	1197	0	0	0
k141_13242	9107	0	0	0
k141_2537	2011	0	0	0
k141_5822	1952	0	0	0
k141_932	2657	0	0	0
k141_13243	1587	0	0	0
k141_5823	2641	0	0	0
k141_9358	3133	0	0	0
k141_2538	4616	0	0	0
k141_5825	1878	0	0	0
k141_13244	3888	0	0	0
k141_7662	9518	0	0	0
k141_934	2276	0	0	0
k141_5827	1071	0	0	0
k141_2540	1532	0	0	0
k141_13245	1631	0	0	0
k141_7664	1082	0	0	0
k141_935	1817	0	0	0
k141_13248	1433	0	0	0
k141_936	2524	0	0	0
k141_13249	1033	0	0	0
k141_5828	5484	0	0	0
k141_2545	3477	0	0	0
k141_937	2709	0	0	0
k141_5829	2239	0	0	0
k141_7666	6075	0	0	0
k141_2546	2530	0	0	0
k141_4083	18277	0	0	0
k141_938	2714	0	0	0
k141_7667	1676	0	0	0
k141_13250	5695	0	0	0
k141_13251	1361	0	0	0
k141_2547	2828	0	0	0
k141_7668	1916	0	0	0
k141_939	3389	0	0	0
k141_5830	4727	0	0	0
k141_7669	1381	0	0	0
k141_13252	1923	0	0	0
k141_940	2306	0	0	0
k141_2551	2100	0	0	0
k141_13255	1508	0	0	0
k141_5832	2160	0	0	0
k141_7673	1392	0	0	0
k141_9363	2386	0	0	0
k141_941	1740	0	0	0
k141_5833	1046	0	0	0
k141_942	1682	0	0	0
k141_5838	1485	0	0	0
k141_5839	1369	0	0	0
k141_4084	11574	0	0	0
k141_944	2481	0	0	0
k141_5841	1142	0	0	0
k141_9364	6598	0	0	0
k141_946	1165	0	0	0
k141_4085	2115	0	0	0
k141_7674	7189	0	0	0
k141_2552	8188	0	0	0
k141_947	1039	0	0	0
k141_9365	1337	0	0	0
k141_5842	2039	0	0	0
k141_7675	1690	0	0	0
k141_4086	2098	0	0	0
k141_2554	1437	0	0	0
k141_13257	9519	0	0	0
k141_948	2351	0	0	0
k141_4087	1435	0	0	0
k141_9369	1297	0	0	0
k141_5843	2574	0	0	0
k141_13259	1024	0	0	0
k141_2557	1138	0	0	0
k141_7677	3173	0	0	0
k141_949	2923	0	0	0
k141_2561	1112	0	0	0
k141_9371	4182	0	0	0
k141_7680	3622	0	0	0
k141_950	4760	0	0	0
k141_9372	2339	0	0	0
k141_13260	6815	0	0	0
k141_2562	4069	0	0	0
k141_4088	8194	0	0	0
k141_951	1502	0	0	0
k141_2563	1135	0	0	0
k141_13261	1194	0	0	0
k141_4089	1343	0	0	0
k141_9373	1958	0	0	0
k141_7684	2388	0	0	0
k141_13262	1487	0	0	0
k141_2564	3975	0	0	0
k141_7685	2886	0	0	0
k141_952	5047	0	0	0
k141_2565	1096	0	0	0
k141_4090	4544	0	0	0
k141_7686	1458	0	0	0
k141_2567	1094	0	0	0
k141_2569	1009	0	0	0
k141_953	2558	0	0	0
k141_7687	1792	0	0	0
k141_4091	2700	0	0	0
k141_9375	6515	0	0	0
k141_2571	1299	0	0	0
k141_7688	1848	0	0	0
k141_2572	1202	0	0	0
k141_2573	1174	0	0	0
k141_4092	3288	0	0	0
k141_9377	2352	0	0	0
k141_7689	2852	0	0	0
k141_13263	10530	0	0	0
k141_2574	2226	0	0	0
k141_7691	1229	0	0	0
k141_2576	1755	0	0	0
k141_7692	1463	0	0	0
k141_13265	2254	0	0	0
k141_955	7577	0	0	0
k141_9379	4751	0	0	0
k141_13266	1461	0	0	0
k141_2577	2427	0	0	0
k141_9380	2078	0	0	0
k141_957	2958	0	0	0
k141_13268	1709	0	0	0
k141_9381	2310	0	0	0
k141_958	1402	0	0	0
k141_9382	1156	0	0	0
k141_7695	4887	0	0	0
k141_960	2926	0	0	0
k141_961	1307	0	0	0
k141_9386	1546	0	0	0
k141_962	1278	0	0	0
k141_2578	10778	0	0	0
k141_9387	3611	0	0	0
k141_13269	9307	0	0	0
k141_7696	9090	0	0	0
k141_9388	1740	0	0	0
k141_2579	3249	0	0	0
k141_9389	1546	0	0	0
k141_13270	2707	0	0	0
k141_2580	1261	0	0	0
k141_963	8080	0	0	0
k141_7697	4100	0	0	0
k141_9390	2445	0	0	0
k141_964	2414	0	0	0
k141_13271	3557	0	0	0
k141_2582	2189	0	0	0
k141_7699	2241	0	0	0
k141_965	2424	0	0	0
k141_7701	1786	0	0	0
k141_9391	5669	0	0	0
k141_966	2291	0	0	0
k141_2583	4456	0	0	0
k141_13272	5215	0	0	0
k141_967	1339	0	0	0
k141_9392	3188	0	0	0
k141_2589	1159	0	0	0
k141_13273	3317	0	0	0
k141_13274	1302	0	0	0
k141_7703	6572	0	0	0
k141_2590	2736	0	0	0
k141_968	5635	0	0	0
k141_2591	1124	0	0	0
k141_969	1216	0	0	0
k141_13275	2506	0	0	0
k141_970	1591	0	0	0
k141_7705	2814	0	0	0
k141_13276	1783	0	0	0
k141_9393	6909	0	0	0
k141_13277	2003	0	0	0
k141_7708	3762	0	0	0
k141_9394	4795	0	0	0
k141_971	6517	0	0	0
k141_13278	4557	0	0	0
k141_4097	45090	0	0	0
k141_7709	2866	0	0	0
k141_13279	1874	0	0	0
k141_2592	11828	0	0	0
k141_4098	1387	0	0	0
k141_13280	1459	0	0	0
k141_9395	5271	0	0	0
k141_972	4589	0	0	0
k141_7711	4168	0	0	0
k141_973	1216	0	0	0
k141_13281	2983	0	0	0
k141_7712	1499	0	0	0
k141_975	1212	0	0	0
k141_2593	5799	0	0	0
k141_976	1564	0	0	0
k141_4099	6936	0	0	0
k141_7713	3299	0	0	0
k141_13282	4259	0	0	0
k141_13283	1983	0	0	0
k141_4100	3180	0	0	0
k141_7716	2160	0	0	0
k141_4101	2975	0	0	0
k141_7717	2116	0	0	0
k141_13285	3702	0	0	0
k141_4102	2135	0	0	0
k141_977	8860	0	0	0
k141_4104	3928	0	0	0
k141_4105	1230	0	0	0
k141_13286	6497	0	0	0
k141_978	6122	0	0	0
k141_13287	1168	0	0	0
k141_7719	8246	0	0	0
k141_4106	3132	0	0	0
k141_4107	1092	0	0	0
k141_979	4057	0	0	0
k141_13288	3656	0	0	0
k141_980	1604	0	0	0
k141_7723	3090	0	0	0
k141_4108	4103	0	0	0
k141_4109	1282	0	0	0
k141_7724	2603	0	0	0
k141_4110	3741	0	0	0
k141_7731	1756	0	0	0
k141_4111	3117	0	0	0
k141_7732	1125	0	0	0
k141_4112	3638	0	0	0
k141_13289	19296	0	0	0
k141_981	20533	0	0	0
k141_9396	46808	0	0	0
k141_4118	5584	0	0	0
k141_13290	3782	0	0	0
k141_4119	1237	0	0	0
k141_7733	13019	0	0	0
k141_982	3688	0	0	0
k141_13291	2518	0	0	0
k141_9397	4189	0	0	0
k141_7735	2882	0	0	0
k141_983	3796	0	0	0
k141_9401	1004	0	0	0
k141_7737	2314	0	0	0
k141_984	1140	0	0	0
k141_13292	5455	0	0	0
k141_7739	1636	0	0	0
k141_986	1932	0	0	0
k141_13293	2145	0	0	0
k141_9405	2050	0	0	0
k141_7741	1398	0	0	0
k141_987	2185	0	0	0
k141_9406	1261	0	0	0
k141_7742	1124	0	0	0
k141_13296	2317	0	0	0
k141_9407	1337	0	0	0
k141_13297	1393	0	0	0
k141_992	1082	0	0	0
k141_7746	2375	0	0	0
k141_13299	1936	0	0	0
k141_9409	3855	0	0	0
k141_7748	2845	0	0	0
k141_9410	1840	0	0	0
k141_994	5245	0	0	0
k141_13303	2620	0	0	0
k141_9414	1203	0	0	0
k141_13304	1887	0	0	0
k141_7752	2403	0	0	0
k141_13305	1457	0	0	0
k141_9416	1805	0	0	0
k141_7753	1724	0	0	0
k141_13306	1295	0	0	0
k141_9417	1922	0	0	0
k141_996	5164	0	0	0
k141_9418	1153	0	0	0
k141_7755	3524	0	0	0
k141_9419	3071	0	0	0
k141_999	4265	0	0	0
k141_13308	6407	0	0	0
k141_4120	32136	0	0	0
k141_1000	1240	0	0	0
k141_4121	1055	0	0	0
k141_13309	1523	0	0	0
k141_1001	1902	0	0	0
k141_11277	385585	0	0	0
k141_9421	4937	0	0	0
k141_11278	1887	0	0	0
k141_1003	2432	0	0	0
k141_9422	2721	0	0	0
k141_13315	2125	0	0	0
k141_1004	1574	0	0	0
k141_9425	1392	0	0	0
k141_11280	2894	0	0	0
k141_1005	3179	0	0	0
k141_13316	3275	0	0	0
k141_11281	2625	0	0	0
k141_2594	87472	0	0	0
k141_9427	2903	0	0	0
k141_2595	4692	0	0	0
k141_13317	6497	0	0	0
k141_1008	5681	0	0	0
k141_1009	2157	0	0	0
k141_9428	9063	0	0	0
k141_2596	4859	0	0	0
k141_11285	8759	0	0	0
k141_4122	20457	0	0	0
k141_13320	4217	0	0	0
k141_11287	1291	0	0	0
k141_1011	3883	0	0	0
k141_4123	2210	0	0	0
k141_9429	3550	0	0	0
k141_11288	1287	0	0	0
k141_9430	1566	0	0	0
k141_11291	1295	0	0	0
k141_4126	2878	0	0	0
k141_1012	4459	0	0	0
k141_1013	1021	0	0	0
k141_4129	2414	0	0	0
k141_9431	4152	0	0	0
k141_2598	9512	0	0	0
k141_1016	1843	0	0	0
k141_4130	2639	0	0	0
k141_2599	1133	0	0	0
k141_1017	1284	0	0	0
k141_9432	3184	0	0	0
k141_2600	1046	0	0	0
k141_9434	1421	0	0	0
k141_9435	2606	0	0	0
k141_1018	5642	0	0	0
k141_2601	5951	0	0	0
k141_1021	1268	0	0	0
k141_9437	1606	0	0	0
k141_2602	2342	0	0	0
k141_1022	2414	0	0	0
k141_9438	2929	0	0	0
k141_1025	1182	0	0	0
k141_9439	1173	0	0	0
k141_1027	1576	0	0	0
k141_1028	1512	0	0	0
k141_2603	6857	0	0	0
k141_9441	4345	0	0	0
k141_9442	1187	0	0	0
k141_2604	3357	0	0	0
k141_1029	4788	0	0	0
k141_11292	26462	0	0	0
k141_1030	1004	0	0	0
k141_13321	30480	0	0	0
k141_13322	1327	0	0	0
k141_2606	2777	0	0	0
k141_11293	3108	0	0	0
k141_13323	2159	0	0	0
k141_1031	3771	0	0	0
k141_13324	2108	0	0	0
k141_11294	2929	0	0	0
k141_9443	10773	0	0	0
k141_11296	1313	0	0	0
k141_13325	2423	0	0	0
k141_1036	2579	0	0	0
k141_13327	1101	0	0	0
k141_2607	8568	0	0	0
k141_13328	1147	0	0	0
k141_9446	3359	0	0	0
k141_13329	1682	0	0	0
k141_11297	5930	0	0	0
k141_13330	1570	0	0	0
k141_13333	1104	0	0	0
k141_1038	9558	0	0	0
k141_4131	40980	0	0	0
k141_13337	3260	0	0	0
k141_1040	3584	0	0	0
k141_9448	11213	0	0	0
k141_9449	1884	0	0	0
k141_1041	4441	0	0	0
k141_9451	1494	0	0	0
k141_13338	7662	0	0	0
k141_4133	8791	0	0	0
k141_1042	4118	0	0	0
k141_1043	1056	0	0	0
k141_4134	4801	0	0	0
k141_9452	6883	0	0	0
k141_1046	2045	0	0	0
k141_9453	1520	0	0	0
k141_4136	1567	0	0	0
k141_4137	1171	0	0	0
k141_1047	5021	0	0	0
k141_9454	4332	0	0	0
k141_9455	1536	0	0	0
k141_5846	242905	0	0	0
k141_5847	1354	0	0	0
k141_9457	2850	0	0	0
k141_5848	2069	0	0	0
k141_5851	1960	0	0	0
k141_2610	37662	0	0	0
k141_9459	4653	0	0	0
k141_5852	1423	0	0	0
k141_5853	2006	0	0	0
k141_2613	1912	0	0	0
k141_9460	3434	0	0	0
k141_2614	2907	0	0	0
k141_9463	1169	0	0	0
k141_2615	2711	0	0	0
k141_9465	1626	0	0	0
k141_5856	5301	0	0	0
k141_2616	1388	0	0	0
k141_9468	1334	0	0	0
k141_13339	30833	0	0	0
k141_2617	4651	0	0	0
k141_2618	2503	0	0	0
k141_5860	6871	0	0	0
k141_5861	1823	0	0	0
k141_9469	10613	0	0	0
k141_2625	1471	0	0	0
k141_5863	1337	0	0	0
k141_1048	32887	0	0	0
k141_5864	1504	0	0	0
k141_9470	3164	0	0	0
k141_2626	3347	0	0	0
k141_4138	37503	0	0	0
k141_1049	2575	0	0	0
k141_5867	1213	0	0	0
k141_2627	1564	0	0	0
k141_9472	2151	0	0	0
k141_4140	1397	0	0	0
k141_5868	1890	0	0	0
k141_2628	2319	0	0	0
k141_9473	1781	0	0	0
k141_5869	1534	0	0	0
k141_2629	1365	0	0	0
k141_1050	4315	0	0	0
k141_9474	2173	0	0	0
k141_1051	1643	0	0	0
k141_4146	2591	0	0	0
k141_1052	1033	0	0	0
k141_5870	3668	0	0	0
k141_2633	2355	0	0	0
k141_4149	1238	0	0	0
k141_2634	2015	0	0	0
k141_1053	4262	0	0	0
k141_5872	3720	0	0	0
k141_4152	2754	0	0	0
k141_4153	1219	0	0	0
k141_9475	8970	0	0	0
k141_1054	3533	0	0	0
k141_1055	2685	0	0	0
k141_2637	6461	0	0	0
k141_4159	2132	0	0	0
k141_1056	2030	0	0	0
k141_4160	1571	0	0	0
k141_2639	1329	0	0	0
k141_2640	1364	0	0	0
k141_4161	1685	0	0	0
k141_9477	6966	0	0	0
k141_4162	2098	0	0	0
k141_9479	2386	0	0	0
k141_4163	1262	0	0	0
k141_5874	12686	0	0	0
k141_2643	3611	0	0	0
k141_1057	6657	0	0	0
k141_5875	2464	0	0	0
k141_13340	40025	0	0	0
k141_9480	3650	0	0	0
k141_2644	2902	0	0	0
k141_4164	4807	0	0	0
k141_9481	2207	0	0	0
k141_2645	1850	0	0	0
k141_4165	2962	0	0	0
k141_2646	2303	0	0	0
k141_1062	5353	0	0	0
k141_9482	2747	0	0	0
k141_7756	160080	0	0	0
k141_9483	1060	0	0	0
k141_2647	1850	0	0	0
k141_4166	2264	0	0	0
k141_1063	2198	0	0	0
k141_9486	2351	0	0	0
k141_1066	2344	0	0	0
k141_4173	1572	0	0	0
k141_2649	4143	0	0	0
k141_7757	5101	0	0	0
k141_9487	1861	0	0	0
k141_2651	1104	0	0	0
k141_1067	2072	0	0	0
k141_9488	1583	0	0	0
k141_4174	2263	0	0	0
k141_1068	1424	0	0	0
k141_9489	2035	0	0	0
k141_4176	1328	0	0	0
k141_1070	1261	0	0	0
k141_7758	4771	0	0	0
k141_4177	1266	0	0	0
k141_2652	4296	0	0	0
k141_7759	1615	0	0	0
k141_1071	2441	0	0	0
k141_4178	1730	0	0	0
k141_7760	1820	0	0	0
k141_1073	1048	0	0	0
k141_1075	1289	0	0	0
k141_2656	3670	0	0	0
k141_9490	7590	0	0	0
k141_9491	1141	0	0	0
k141_2657	1610	0	0	0
k141_7763	3222	0	0	0
k141_7764	1514	0	0	0
k141_9493	3056	0	0	0
k141_7766	1303	0	0	0
k141_5876	28449	0	0	0
k141_9495	1422	0	0	0
k141_5877	1100	0	0	0
k141_7767	2596	0	0	0
k141_9496	3598	0	0	0
k141_7768	3049	0	0	0
k141_5878	3724	0	0	0
k141_5879	1422	0	0	0
k141_7770	1575	0	0	0
k141_5880	2400	0	0	0
k141_9498	4915	0	0	0
k141_7771	3939	0	0	0
k141_4179	21304	0	0	0
k141_9499	2946	0	0	0
k141_4181	1040	0	0	0
k141_5881	4615	0	0	0
k141_7772	2405	0	0	0
k141_9500	1379	0	0	0
k141_4182	1513	0	0	0
k141_9502	1684	0	0	0
k141_13341	41671	0	0	0
k141_4186	2145	0	0	0
k141_13342	1893	0	0	0
k141_7774	5789	0	0	0
k141_9504	4886	0	0	0
k141_5882	8517	0	0	0
k141_4187	4063	0	0	0
k141_9506	3197	0	0	0
k141_4188	2539	0	0	0
k141_7775	8115	0	0	0
k141_9507	3417	0	0	0
k141_5883	7753	0	0	0
k141_9509	1512	0	0	0
k141_9511	1017	0	0	0
k141_4189	7276	0	0	0
k141_5886	2236	0	0	0
k141_7776	6523	0	0	0
k141_5887	1782	0	0	0
k141_4190	2801	0	0	0
k141_9512	3509	0	0	0
k141_9513	1422	0	0	0
k141_7777	2298	0	0	0
k141_5892	1168	0	0	0
k141_7778	1617	0	0	0
k141_9514	1928	0	0	0
k141_5893	1867	0	0	0
k141_4193	3900	0	0	0
k141_9515	1209	0	0	0
k141_7782	2789	0	0	0
k141_9516	2156	0	0	0
k141_7783	1364	0	0	0
k141_9518	1065	0	0	0
k141_7784	2134	0	0	0
k141_9519	1795	0	0	0
k141_5894	7458	0	0	0
k141_9520	2604	0	0	0
k141_5895	1073	0	0	0
k141_5896	3514	0	0	0
k141_9521	3796	0	0	0
k141_5897	2262	0	0	0
k141_7785	9075	0	0	0
k141_7786	1230	0	0	0
k141_4195	19499	0	0	0
k141_7788	4460	0	0	0
k141_5899	6645	0	0	0
k141_7789	1740	0	0	0
k141_5900	1842	0	0	0
k141_4197	3282	0	0	0
k141_7790	2101	0	0	0
k141_4198	2256	0	0	0
k141_5902	2904	0	0	0
k141_2658	71732	0	0	0
k141_7791	2923	0	0	0
k141_5903	1794	0	0	0
k141_4200	2453	0	0	0
k141_2659	2248	0	0	0
k141_5905	2510	0	0	0
k141_2662	1007	0	0	0
k141_4201	2528	0	0	0
k141_5907	1782	0	0	0
k141_7795	3670	0	0	0
k141_4202	4602	0	0	0
k141_2664	4761	0	0	0
k141_7798	3053	0	0	0
